ECG Time [s],ECG [mV],PPG Time [s],PPG0,PPG1,PPG2,HRB Time [s],HRB Heartrate [bpm],HRB RR Interval [ms],Dosha,Peak Variability [bpm/s],Dosha Alignment,Synthetic Dosha
8.405041,0.088,10.057153,268.22,448.906,512.392,11.138802,92,884,Vata,7.0,0,Unknown
9.752279,0.285,10.236067,734.276,554.443,576.161,11.156018,74,855,Pitta,18.0,0,Unknown
8.455453,-0.109,10.185474,547.572,252.737,235.888,11.263344,91,877,Vata,17.0,1,Vata
8.579501,-0.045,10.433715,402.159,528.39,541.309,11.275223,90,793,Vata,1.0,0,Unknown
9.877231,-0.045,10.381432,386.98,331.222,599.442,11.280943,77,880,Pitta,13.0,1,Pitta
9.877706,0.102,10.449402,323.098,491.974,437.206,11.303101,79,859,Pitta,2.0,0,Unknown
8.693692,-0.046,10.591682,414.1,611.052,320.966,11.312436,86,868,Vata,7.0,0,Unknown
9.963151,0.227,10.540326,589.798,522.22,500.015,11.369409,84,870,Pitta,2.0,0,Unknown
9.964491,0.295,10.561485,756.303,370.809,689.17,11.39116,77,923,Pitta,7.0,1,Pitta
9.359671,-0.018,10.628987,558.799,390.21,556.976,11.455595,99,892,Vata,22.0,1,Vata
11.788959,0.129,12.036982,677.403,788.43,866.081,11.512603,61,921,Kapha,38.0,0,Unknown
11.817218,0.351,12.099313,611.438,794.291,587.268,11.551795,68,967,Kapha,7.0,0,Unknown
11.838838,0.266,12.269008,682.876,754.012,440.39,11.568114,64,909,Kapha,4.0,1,Kapha
10.170246,0.78,10.923788,388.676,351.248,770.607,11.57904,72,872,Pitta,8.0,1,Pitta
9.361118,-0.033,10.780987,546.218,587.806,611.267,11.631784,91,768,Vata,19.0,1,Vata
10.192356,0.627,10.971872,303.521,567.732,730.94,11.672878,71,852,Pitta,20.0,0,Unknown
9.386223,0.569,10.834521,695.628,682.238,601.979,11.698512,95,812,Vata,24.0,1,Vata
10.295782,0.564,11.124531,702.748,342.572,582.142,11.703283,78,881,Pitta,17.0,0,Unknown
10.325162,0.383,11.250267,338.398,451.473,505.146,11.706529,71,869,Pitta,7.0,1,Pitta
10.627629,0.656,11.327642,506.853,672.298,466.478,11.744762,78,923,Pitta,7.0,1,Pitta
9.648483,0.018,10.858617,264.197,301.883,476.25,11.799215,96,830,Vata,18.0,1,Vata
11.944939,0.021,12.322091,582.726,527.109,593.646,11.860256,61,965,Kapha,35.0,0,Unknown
9.673277,0.215,10.927075,252.055,461.665,460.085,11.939528,98,896,Vata,37.0,1,Vata
9.697723,0.876,11.107976,562.169,343.569,271.438,11.95622,98,897,Vata,0.0,0,Unknown
12.068193,0.192,12.419178,868.073,831.042,700.101,11.961008,61,907,Kapha,37.0,0,Unknown
12.212131,0.486,12.481474,427.452,846.722,656.826,11.983711,59,1022,Kapha,2.0,1,Kapha
9.776066,0.369,11.131531,489.193,596.427,587.673,12.016921,89,849,Vata,30.0,1,Vata
10.169565,0.601,11.186296,337.08,488.797,335.705,12.135251,90,871,Vata,1.0,0,Unknown
10.231447,0.007,11.972547,239.71,517.291,448.348,12.157958,94,793,Vata,4.0,0,Unknown
10.392112,0.031,12.009015,242.829,598.957,342.137,12.208365,92,853,Vata,2.0,0,Unknown
10.397659,-0.151,12.031484,647.095,397.985,266.914,12.258983,98,810,Vata,6.0,0,Unknown
10.461986,0.003,12.111207,295.934,657.545,514.779,12.319976,92,874,Vata,6.0,0,Unknown
12.364427,0.414,12.579655,736.696,497.076,747.271,12.36877,55,937,Kapha,37.0,0,Unknown
10.626641,0.134,12.350473,361.686,466.514,227.166,12.375127,87,894,Vata,32.0,1,Vata
12.410227,0.435,12.675775,845.641,465.228,427.742,12.39079,68,1022,Kapha,19.0,0,Unknown
10.639593,0.205,11.366606,639.444,782.216,362.478,12.470623,73,878,Pitta,5.0,1,Pitta
12.557266,0.419,12.873391,801.942,887.802,542.27,12.530221,56,961,Kapha,17.0,0,Unknown
10.646373,0.012,12.639731,313.328,278.977,574.323,12.67391,96,820,Vata,40.0,1,Vata
10.909498,-0.094,12.786282,377.498,547.95,358.793,12.698154,96,856,Vata,0.0,0,Unknown
12.593571,0.187,12.884108,492.021,834.162,809.615,12.742239,67,1037,Kapha,29.0,0,Unknown
10.831094,0.538,12.084379,418.399,658.935,353.276,12.763618,81,901,Pitta,14.0,1,Pitta
10.870311,0.794,12.171194,341.981,796.313,644.179,12.773655,82,895,Pitta,1.0,0,Unknown
12.824201,0.06,12.900286,547.963,846.618,439.947,12.843147,63,944,Kapha,19.0,0,Unknown
11.004271,-0.055,12.940509,234.712,596.631,200.067,12.864389,98,799,Vata,35.0,1,Vata
11.091267,0.353,13.095233,459.53,358.381,455.565,12.894758,91,814,Vata,7.0,0,Unknown
12.850575,0.163,12.905114,758.524,843.188,827.743,12.904288,62,964,Kapha,29.0,0,Unknown
12.88467,0.499,13.157717,442.135,670.843,445.948,12.928919,62,966,Kapha,0.0,1,Kapha
12.891276,0.588,13.267396,805.931,723.201,817.227,12.936544,64,1036,Kapha,2.0,1,Kapha
10.873534,0.183,12.20928,685.011,649.169,429.897,12.96756,71,883,Pitta,7.0,1,Pitta
13.203975,0.296,13.290063,759.453,672.681,580.394,12.973974,55,1032,Kapha,16.0,0,Unknown
11.191111,0.048,13.152839,233.806,628.59,223.426,13.060044,85,848,Vata,30.0,1,Unknown
13.207755,0.006,13.298839,764.803,425.603,706.105,13.096169,60,1005,Kapha,25.0,0,Unknown
11.194204,0.237,13.210992,600.178,653.072,338.085,13.122937,85,781,Vata,25.0,1,Unknown
11.28727,0.404,13.229173,316.856,338.452,553.488,13.173235,91,890,Vata,6.0,0,Unknown
13.289613,0.084,13.493207,450.121,772.752,476.444,13.188043,69,1037,Kapha,22.0,0,Unknown
11.714579,0.628,13.246177,470.006,691.761,231.345,13.20668,99,807,Vata,30.0,1,Vata
13.291629,0.193,13.585776,758.88,652.666,433.084,13.273291,69,1039,Kapha,30.0,0,Unknown
10.947482,0.507,12.486362,615.088,446.897,427.331,13.324931,79,933,Pitta,10.0,1,Pitta
11.747468,-0.153,13.272567,640.04,270.356,619.669,13.341678,99,877,Vata,20.0,1,Vata
10.96507,0.66,12.595083,794.245,636.026,799.098,13.426703,70,910,Pitta,29.0,0,Unknown
13.377001,0.347,13.789563,739.909,723.855,507.969,13.433834,63,981,Kapha,7.0,0,Unknown
11.357019,0.724,12.759857,472.154,651.078,393.963,13.462151,73,921,Pitta,10.0,1,Pitta
11.649772,0.546,12.788527,330.881,485.863,374.03,13.473568,78,920,Pitta,5.0,1,Pitta
11.672102,0.155,13.063734,667.175,308.857,349.343,13.514394,81,919,Pitta,3.0,0,Unknown
13.610226,0.045,13.8565,815.461,651.32,463.927,13.668045,69,957,Kapha,12.0,0,Unknown
11.758972,0.759,13.429057,525.439,301.008,201.91,13.732528,94,891,Vata,25.0,1,Vata
11.922941,0.553,13.466434,466.479,292.112,323.412,13.77589,93,861,Vata,1.0,0,Unknown
11.68641,0.194,13.191717,560.867,651.6,589.903,13.878851,78,860,Pitta,15.0,0,Unknown
13.6667,0.566,13.936402,420.798,645.906,556.203,13.914067,62,1048,Kapha,16.0,0,Unknown
11.980427,-0.102,13.636178,362.167,646.995,570.452,13.921091,91,817,Vata,29.0,1,Vata
11.71183,-0.081,13.205404,406.602,310.85,613.932,13.954084,73,931,Pitta,18.0,0,Unknown
13.683709,0.219,14.124435,411.555,485.895,657.192,13.978333,57,1048,Kapha,16.0,0,Unknown
11.745336,0.585,13.219644,690.864,615.594,482.614,13.982678,78,942,Pitta,21.0,0,Unknown
11.813272,-0.062,13.242755,401.878,381.808,567.707,14.051944,84,938,Pitta,6.0,1,Pitta
12.740347,0.848,13.707284,366.501,527.146,358.135,14.052202,94,789,Vata,10.0,0,Unknown
11.858353,0.678,13.336966,430.331,582.802,694.2,14.180195,81,912,Pitta,13.0,1,Pitta
13.82969,0.548,14.250967,586.504,539.357,694.38,14.207882,58,1030,Kapha,23.0,0,Unknown
13.838318,0.468,14.514346,474.394,479.426,794.934,14.261926,69,968,Kapha,11.0,0,Unknown
11.928844,0.007,13.380589,346.264,551.957,709.052,14.305631,75,870,Pitta,6.0,1,Pitta
13.894979,0.453,14.562899,679.192,497.833,728.12,14.339195,57,988,Kapha,18.0,0,Unknown
13.983191,0.364,14.776244,858.674,886.489,704.379,14.369323,60,963,Kapha,3.0,1,Kapha
12.949262,0.905,13.797276,534.743,276.052,250.946,14.489789,89,893,Vata,29.0,1,Vata
13.326469,-0.127,13.80053,697.07,420.162,380.117,14.490038,92,881,Vata,3.0,0,Unknown
13.41575,0.132,13.840189,530.92,507.649,335.197,14.492211,86,839,Vata,6.0,0,Unknown
14.003776,0.376,14.801306,595.74,476.557,605.891,14.511177,68,971,Kapha,18.0,0,Unknown
13.456159,0.767,13.900302,478.892,241.732,621.356,14.521325,93,777,Vata,25.0,1,Vata
13.589747,0.698,13.977568,565.325,641.208,356.674,14.603801,90,845,Vata,3.0,0,Unknown
14.235262,0.383,14.957721,822.475,534.635,636.904,14.643807,63,916,Kapha,27.0,0,Unknown
14.490374,0.377,15.144829,400.12,695.295,607.26,14.645674,69,972,Kapha,6.0,0,Unknown
14.804845,0.332,15.300219,484.257,705.089,821.083,14.71863,62,969,Kapha,7.0,0,Unknown
13.67611,0.021,14.016465,432.603,601.802,594.466,14.721139,97,780,Vata,35.0,1,Vata
13.72789,0.051,14.163028,230.071,452.603,645.936,14.853586,93,752,Vata,4.0,0,Unknown
14.234945,0.245,14.252599,481.148,683.563,416.909,14.902576,86,885,Vata,7.0,0,Unknown
14.258253,0.381,14.252648,678.813,408.88,654.972,14.903017,87,773,Vata,1.0,0,Unknown
14.875947,0.592,15.375295,415.212,476.987,515.0,14.921509,69,1012,Kapha,18.0,0,Unknown
14.373713,0.542,14.326629,287.651,692.055,388.659,14.940524,96,764,Vata,27.0,1,Vata
11.964696,0.055,13.550378,499.716,306.757,778.956,14.977482,70,852,Pitta,26.0,0,Unknown
14.511137,0.243,14.522701,545.002,533.96,682.039,14.997417,92,794,Vata,22.0,1,Vata
14.523316,0.355,14.826194,300.467,517.336,244.645,15.028074,85,757,Vata,7.0,0,Pitta
14.992048,0.439,15.465313,564.074,796.859,402.86,15.04391,69,920,Kapha,16.0,0,Unknown
14.639379,0.697,14.833864,467.914,282.977,543.51,15.053583,99,820,Vata,30.0,1,Vata
12.046258,0.329,13.819153,509.465,481.433,712.134,15.059232,79,931,Pitta,20.0,0,Unknown
15.085809,0.466,15.753014,854.095,792.601,725.66,15.16456,67,1034,Kapha,12.0,0,Unknown
14.863859,-0.156,14.922856,248.338,640.964,446.907,15.186092,94,857,Vata,27.0,1,Vata
14.957534,0.103,14.980081,425.185,413.745,393.824,15.196343,99,864,Vata,5.0,0,Unknown
12.11051,0.564,13.823198,557.281,600.546,582.421,15.216938,82,937,Pitta,17.0,0,Unknown
15.124193,0.523,15.775455,448.476,518.659,501.231,15.22181,64,906,Kapha,18.0,0,Unknown
15.132144,0.129,15.864258,703.205,544.333,845.058,15.233041,58,1010,Kapha,6.0,0,Unknown
12.394861,0.025,13.944243,654.482,724.303,389.828,15.241861,83,859,Pitta,25.0,0,Unknown
12.467005,0.296,14.135294,753.05,744.321,349.882,15.310934,75,876,Pitta,8.0,1,Pitta
12.503974,0.335,14.159796,368.867,541.925,327.256,15.313946,78,861,Pitta,3.0,0,Unknown
12.567346,0.091,14.202918,327.174,664.211,633.263,15.400835,82,856,Pitta,4.0,0,Unknown
15.133388,0.05,15.891975,625.748,868.994,829.523,15.419156,69,926,Kapha,13.0,0,Unknown
15.014574,0.656,15.460973,578.082,281.117,516.356,15.522699,99,852,Vata,30.0,1,Vata
15.106938,0.874,15.488006,373.786,206.304,551.929,15.574587,99,874,Vata,0.0,0,Unknown
15.15978,0.29,15.907396,869.234,812.836,438.364,15.606959,56,907,Kapha,43.0,0,Unknown
15.476498,0.414,15.585227,532.456,479.878,202.182,15.614196,91,806,Vata,35.0,1,Vata
15.218548,0.308,15.922184,461.26,748.899,453.194,15.667629,67,927,Kapha,24.0,0,Unknown
12.894992,0.004,14.340872,309.266,458.227,703.768,15.78155,71,866,Pitta,4.0,0,Unknown
13.062751,0.653,14.378747,371.811,471.093,554.342,15.782171,75,914,Pitta,4.0,0,Unknown
15.28323,0.498,15.958444,506.014,441.117,647.586,15.804217,62,946,Kapha,13.0,0,Unknown
13.09046,0.352,14.535429,628.975,397.232,327.357,15.840771,71,913,Pitta,9.0,1,Pitta
15.526799,0.439,15.588215,597.725,463.7,283.477,15.843719,91,779,Vata,20.0,1,Vata
15.912142,-0.071,15.936003,663.589,559.677,556.523,15.856576,97,895,Vata,6.0,0,Unknown
16.249935,0.337,16.021696,317.321,645.129,533.193,15.878102,85,863,Vata,12.0,0,Pitta
13.291036,-0.087,14.552657,663.739,580.974,567.735,15.90535,73,875,Pitta,12.0,1,Pitta
13.476146,0.623,14.648854,693.253,457.282,767.875,16.013957,84,864,Pitta,11.0,1,Pitta
16.280942,0.439,16.139604,399.658,239.703,683.024,16.044122,93,866,Vata,9.0,0,Unknown
16.642871,0.091,16.184977,276.208,565.748,580.519,16.112025,92,809,Vata,1.0,0,Unknown
16.718788,0.123,16.395572,696.242,293.706,675.386,16.131211,88,847,Vata,4.0,0,Unknown
16.796034,0.253,16.4176,663.5,629.089,551.27,16.170712,94,875,Vata,6.0,0,Unknown
15.47637,0.266,16.169403,414.771,609.132,704.611,16.173702,62,985,Kapha,32.0,0,Unknown
13.561992,0.783,15.052408,421.854,342.185,598.807,16.178064,77,882,Pitta,15.0,0,Unknown
15.542109,0.343,16.311644,616.968,679.651,537.454,16.244024,68,909,Kapha,9.0,0,Unknown
16.846342,-0.176,16.452912,469.979,609.532,349.026,16.24838,95,843,Vata,27.0,1,Vata
16.856071,0.186,16.609668,621.017,470.397,252.682,16.256562,89,883,Vata,6.0,0,Unknown
16.857791,0.054,17.222288,460.479,555.121,590.912,16.265775,86,871,Vata,3.0,0,Unknown
15.758017,0.316,16.455711,538.916,493.706,758.399,16.270667,66,1013,Kapha,20.0,0,Unknown
13.601439,0.445,15.108406,452.947,642.503,704.714,16.302451,82,911,Pitta,16.0,0,Unknown
16.911286,0.193,17.234339,511.793,357.175,522.075,16.316762,97,857,Vata,15.0,1,Vata
13.876796,0.353,15.202764,541.567,653.877,700.076,16.334433,76,896,Pitta,21.0,0,Unknown
13.95248,0.691,15.239085,331.592,479.996,766.065,16.33714,80,944,Pitta,4.0,0,Unknown
15.79477,0.023,16.79624,834.953,624.113,697.458,16.432309,65,932,Kapha,15.0,0,Unknown
13.984369,0.757,15.25555,605.571,338.362,685.114,16.442495,81,884,Pitta,16.0,0,Unknown
15.828364,0.369,17.091161,702.47,700.513,562.412,16.443252,60,1034,Kapha,21.0,0,Unknown
14.137371,0.579,15.284922,791.868,513.149,673.85,16.487869,82,914,Pitta,22.0,0,Unknown
16.922074,-0.056,17.499755,244.562,435.584,224.093,16.517293,93,753,Vata,11.0,0,Unknown
15.902095,0.497,17.124317,707.045,563.688,412.686,16.564508,68,1030,Kapha,25.0,0,Unknown
14.554696,0.301,15.305606,480.403,521.168,417.051,16.574336,78,921,Pitta,10.0,1,Pitta
17.09043,0.869,17.778487,577.635,610.818,380.025,16.579147,99,842,Vata,21.0,1,Vata
17.142725,0.512,17.84094,263.857,429.633,678.4,16.620751,96,755,Vata,3.0,0,Unknown
17.192475,0.615,18.057814,613.034,378.899,450.201,16.671167,96,781,Vata,0.0,0,Unknown
16.114776,0.095,17.131504,665.955,790.472,775.075,16.775662,62,913,Kapha,34.0,0,Unknown
16.198418,0.357,17.170852,445.925,820.225,507.377,16.939581,63,945,Kapha,1.0,1,Kapha
14.614268,0.433,15.384782,676.424,634.335,329.963,16.973155,76,925,Pitta,13.0,1,Pitta
14.628116,0.531,15.522657,550.017,457.708,558.8,17.081266,70,932,Pitta,6.0,1,Pitta
17.385087,0.747,18.475796,591.014,447.106,416.365,17.145499,90,855,Vata,20.0,1,Vata
16.203508,0.356,17.23982,622.509,561.805,817.237,17.199555,67,960,Kapha,23.0,0,Unknown
17.473748,0.398,18.621718,554.372,614.125,428.85,17.2477,87,895,Vata,20.0,1,Vata
17.528679,-0.096,18.91742,218.08,367.604,304.441,17.257964,96,764,Vata,9.0,0,Unknown
17.592646,0.445,18.969366,351.564,286.881,384.354,17.351247,91,871,Vata,5.0,0,Unknown
14.649697,0.075,15.624187,363.906,641.3,362.217,17.443338,71,874,Pitta,20.0,0,Unknown
14.843985,0.302,15.642526,591.119,735.744,781.098,17.484908,75,906,Pitta,4.0,0,Unknown
15.216766,0.647,15.7491,449.937,418.743,444.962,17.495288,76,881,Pitta,1.0,0,Unknown
17.615511,0.504,19.12515,331.556,556.007,384.907,17.542987,93,845,Vata,17.0,1,Vata
15.255674,0.489,15.763257,317.202,789.46,726.472,17.544905,72,912,Pitta,21.0,0,Unknown
16.222994,0.099,17.292718,899.753,819.329,610.145,17.556764,55,912,Kapha,17.0,0,Unknown
15.272433,0.27,15.906795,617.465,493.184,493.812,17.560287,78,861,Pitta,23.0,0,Unknown
15.338346,0.497,15.933456,729.466,433.629,461.597,17.575512,82,912,Pitta,4.0,0,Unknown
15.344622,0.006,16.006324,472.385,510.756,767.579,17.600918,84,926,Pitta,2.0,0,Unknown
16.240476,0.074,17.438578,817.615,451.788,688.539,17.620585,63,915,Kapha,21.0,0,Unknown
16.464758,0.588,17.473399,846.73,818.865,836.474,17.659305,56,1032,Kapha,7.0,0,Unknown
15.486236,0.261,16.028644,495.148,347.199,481.661,17.749363,76,941,Pitta,20.0,0,Unknown
16.526801,0.236,17.640203,811.613,476.375,831.812,17.764925,68,937,Kapha,8.0,0,Unknown
16.621527,0.136,17.780885,451.521,441.464,585.76,17.775345,67,937,Kapha,1.0,1,Kapha
17.666934,0.695,19.146028,380.068,612.989,226.178,17.837447,87,755,Vata,20.0,1,Vata
15.748235,0.614,16.067548,745.511,362.853,495.144,17.88236,83,850,Pitta,4.0,0,Unknown
15.868309,0.098,16.268535,706.804,507.217,353.046,17.883454,75,900,Pitta,8.0,1,Pitta
15.959862,0.067,16.299851,657.476,681.222,635.223,17.900265,82,919,Pitta,7.0,1,Pitta
16.838135,0.103,17.84956,513.724,720.888,504.444,17.928184,55,1002,Kapha,27.0,0,Unknown
16.044917,0.756,16.439327,424.399,750.156,444.42,17.931791,75,857,Pitta,20.0,0,Unknown
16.2372,0.089,16.510207,755.108,632.409,592.802,17.940761,70,917,Pitta,5.0,1,Pitta
18.052699,0.318,19.416613,243.821,250.319,583.784,18.062765,86,861,Vata,16.0,1,Vata
16.307191,0.135,16.69606,377.208,352.61,595.676,18.083508,82,854,Pitta,4.0,0,Unknown
16.359039,0.773,16.93883,613.385,636.01,659.6,18.274522,74,938,Pitta,8.0,1,Pitta
16.421907,0.561,17.027877,314.401,617.714,672.621,18.29029,79,935,Pitta,5.0,1,Pitta
16.915773,0.401,17.878788,401.561,635.969,787.573,18.322889,62,955,Kapha,17.0,0,Unknown
16.916213,0.366,17.882551,551.755,853.945,616.54,18.360366,62,962,Kapha,0.0,1,Kapha
17.007669,0.386,18.039338,454.304,581.595,496.021,18.406365,65,1019,Kapha,3.0,1,Kapha
18.254535,-0.047,19.47515,668.479,319.937,408.252,18.406596,91,869,Vata,26.0,1,Vata
17.046249,0.053,18.055144,636.397,543.576,852.213,18.428997,58,947,Kapha,33.0,0,Unknown
17.212012,0.536,18.326654,738.564,650.367,499.052,18.44773,62,1004,Kapha,4.0,1,Kapha
18.276826,0.141,19.511404,476.901,270.986,611.09,18.46775,91,872,Vata,29.0,1,Vata
17.276046,0.234,18.407657,837.253,627.973,412.904,18.501304,61,958,Kapha,30.0,0,Unknown
16.532194,0.53,17.043503,621.86,702.882,557.226,18.508153,72,941,Pitta,11.0,1,Pitta
17.351589,0.188,18.636058,774.609,572.214,410.14,18.574161,67,976,Kapha,5.0,0,Unknown
18.658939,0.236,19.587678,352.762,373.971,625.174,18.588413,88,816,Vata,21.0,1,Vata
17.369872,0.277,18.706659,869.293,746.871,711.158,18.684339,56,1026,Kapha,32.0,0,Unknown
16.67071,0.668,17.354634,438.572,712.624,465.496,18.752619,76,888,Pitta,20.0,0,Unknown
17.695868,0.234,18.781521,426.949,779.781,730.838,18.759379,59,954,Kapha,17.0,0,Unknown
18.702665,0.575,19.62199,398.491,425.175,305.997,18.766679,95,855,Vata,36.0,1,Vata
18.861359,0.485,20.107131,423.601,574.413,528.677,18.774444,93,888,Vata,2.0,0,Unknown
17.920329,0.518,19.121835,406.09,826.492,555.521,18.824116,68,954,Kapha,25.0,0,Unknown
19.01532,0.227,20.213748,500.297,525.574,436.141,18.829608,98,792,Vata,30.0,1,Vata
18.517959,0.558,19.299748,730.669,886.428,560.005,18.868598,64,1028,Kapha,34.0,0,Unknown
16.935748,0.004,17.415306,524.838,734.102,718.725,18.995884,79,872,Pitta,15.0,0,Unknown
18.556087,0.182,19.340307,544.676,533.328,569.747,19.07636,58,1035,Kapha,21.0,0,Unknown
18.559453,0.518,19.391644,526.751,758.047,740.079,19.178882,57,1026,Kapha,1.0,1,Kapha
17.001844,0.535,17.501607,472.632,507.066,454.933,19.229214,72,917,Pitta,15.0,0,Unknown
17.154032,0.353,17.696749,386.378,648.932,553.755,19.243986,74,901,Pitta,2.0,0,Unknown
19.080208,0.984,20.220191,457.84,510.464,640.078,19.269729,92,894,Vata,18.0,1,Vata
18.795044,0.469,19.735187,565.444,597.129,429.067,19.282197,55,1031,Kapha,37.0,0,Unknown
17.366454,0.646,17.725322,610.99,434.125,500.626,19.335624,76,853,Pitta,21.0,0,Unknown
18.939218,0.558,19.817651,534.898,738.541,864.558,19.339999,59,984,Kapha,17.0,0,Unknown
17.612088,0.357,17.786693,740.988,799.668,727.539,19.346989,83,896,Pitta,24.0,0,Unknown
18.966293,0.147,20.048185,655.718,637.991,511.261,19.36887,64,1014,Kapha,19.0,0,Unknown
19.138538,0.527,20.367012,659.696,376.187,307.87,19.381641,97,845,Vata,33.0,1,Vata
19.158818,0.085,20.392498,448.482,620.724,538.907,19.470708,97,881,Vata,0.0,0,Unknown
17.728075,0.458,17.792255,779.542,387.667,515.959,19.476528,72,870,Pitta,25.0,0,Unknown
19.202976,-0.078,20.51233,696.079,435.644,503.876,19.517437,85,830,Vata,13.0,0,Pitta
17.739902,0.33,17.877296,396.173,305.057,493.05,19.546773,82,905,Pitta,3.0,0,Unknown
19.246804,-0.017,20.752983,625.712,689.552,347.651,19.598355,85,790,Vata,3.0,0,Unknown
19.377388,0.095,20.7561,304.255,517.071,268.3,19.604553,89,882,Vata,4.0,0,Unknown
17.744854,0.33,17.996309,658.686,374.404,644.912,19.606386,82,915,Pitta,7.0,1,Pitta
19.035313,0.346,20.234265,620.074,896.887,899.837,19.730717,62,957,Kapha,20.0,0,Unknown
19.392176,-0.007,20.868552,665.298,263.132,525.82,19.947369,90,784,Vata,28.0,1,Vata
17.841692,0.591,18.108003,632.17,687.936,601.221,19.964049,79,908,Pitta,11.0,1,Pitta
19.510999,0.024,21.007516,258.183,538.089,569.299,20.017704,87,771,Vata,8.0,0,Unknown
19.51982,0.142,21.037616,608.725,362.552,357.814,20.042998,97,899,Vata,10.0,0,Unknown
19.159013,0.165,20.262646,656.214,764.451,485.761,20.091417,66,936,Kapha,31.0,0,Unknown
19.378724,0.494,20.32807,736.357,876.246,785.773,20.113391,63,948,Kapha,3.0,1,Kapha
19.433733,0.003,20.416499,593.565,817.485,511.706,20.16958,61,966,Kapha,2.0,1,Kapha
17.884539,0.466,18.196976,471.689,523.392,353.623,20.169615,71,856,Pitta,10.0,1,Pitta
19.5302,0.339,20.502713,525.654,851.451,440.423,20.182123,66,918,Kapha,5.0,0,Unknown
19.653978,0.204,20.586931,483.1,807.21,837.467,20.20234,65,1028,Kapha,1.0,1,Kapha
19.523982,0.008,21.042709,390.312,543.164,522.416,20.232395,93,861,Vata,28.0,1,Vata
18.169793,0.47,18.247431,309.55,523.75,554.084,20.263149,75,898,Pitta,18.0,0,Unknown
19.762684,0.194,20.71079,574.737,629.58,829.376,20.374388,55,928,Kapha,20.0,0,Unknown
19.798494,0.387,20.756971,770.903,525.894,601.785,20.454985,55,986,Kapha,0.0,1,Kapha
18.18105,0.305,18.348811,644.896,777.511,667.739,20.46121,77,865,Pitta,22.0,0,Unknown
19.719873,0.876,21.277329,638.987,234.821,397.565,20.514317,96,760,Vata,19.0,1,Vata
18.254512,0.378,18.415864,772.747,759.817,796.037,20.52136,73,866,Pitta,23.0,0,Unknown
19.994504,0.511,20.766434,778.352,585.16,751.198,20.538437,69,932,Kapha,4.0,1,Kapha
20.215315,0.366,20.86427,733.453,410.118,678.533,20.573525,55,1018,Kapha,14.0,0,Unknown
18.36283,0.571,18.580132,616.06,455.597,614.573,20.590431,78,933,Pitta,23.0,0,Unknown
20.26488,0.512,20.87812,517.014,661.997,826.478,20.605835,56,1032,Kapha,22.0,0,Unknown
20.338196,0.159,20.908679,694.043,652.529,557.528,20.734852,55,970,Kapha,1.0,1,Kapha
19.853881,-0.104,21.554002,634.028,287.441,556.603,20.79145,94,752,Vata,39.0,1,Vata
18.37806,0.643,18.618427,517.646,404.529,485.147,20.83726,81,936,Pitta,13.0,1,Pitta
18.418337,0.527,18.64292,562.577,724.241,413.076,20.916148,81,947,Pitta,0.0,0,Unknown
18.428739,0.732,18.682916,399.814,753.01,736.415,20.943145,84,924,Pitta,3.0,0,Unknown
20.670354,0.312,20.991702,685.345,662.625,661.836,20.969111,58,1033,Kapha,26.0,0,Unknown
18.434338,0.638,18.944604,675.272,570.798,707.283,20.975112,77,883,Pitta,19.0,0,Unknown
18.451788,0.406,19.339489,673.21,614.712,416.961,20.988201,76,882,Pitta,1.0,0,Unknown
20.25691,0.429,21.987692,602.963,627.869,299.608,21.031232,98,886,Vata,22.0,1,Vata
20.866206,0.27,21.081356,642.133,887.016,642.686,21.0865,64,921,Kapha,34.0,0,Unknown
21.016342,0.007,21.145964,674.989,855.727,576.953,21.145862,63,976,Kapha,1.0,1,Kapha
20.279709,0.292,22.111581,595.015,313.59,645.108,21.17751,99,809,Vata,36.0,1,Vata
20.341787,0.979,22.262326,352.34,618.521,343.705,21.22735,90,825,Vata,9.0,0,Unknown
20.448212,-0.066,22.361311,240.46,339.638,383.893,21.25628,88,836,Vata,2.0,0,Unknown
20.463981,0.277,22.395107,401.49,521.441,229.046,21.265497,96,763,Vata,8.0,0,Unknown
20.952574,0.963,22.787147,286.762,547.075,255.756,21.29548,91,767,Vata,5.0,0,Unknown
21.358103,0.334,21.33732,645.895,480.856,845.728,21.320382,66,903,Kapha,25.0,0,Unknown
18.472448,0.504,19.379381,372.759,428.457,400.316,21.346445,83,875,Pitta,17.0,0,Unknown
18.528137,0.734,19.459733,738.989,700.401,657.568,21.347588,76,915,Pitta,7.0,1,Pitta
22.2878,0.397,21.608527,682.728,584.441,482.939,21.370712,58,971,Kapha,18.0,0,Unknown
21.054901,0.839,23.059599,547.476,456.327,457.931,21.413159,92,862,Vata,34.0,1,Vata
22.419018,0.355,21.787955,757.753,611.978,474.754,21.551604,67,1027,Kapha,25.0,0,Unknown
21.201134,0.78,23.313486,373.05,352.655,333.796,21.62561,93,822,Vata,26.0,1,Vata
18.795989,0.457,19.714238,434.595,616.061,457.476,21.766028,72,912,Pitta,21.0,0,Unknown
22.797597,0.442,21.799469,454.814,580.266,688.455,21.787723,58,944,Kapha,14.0,0,Unknown
22.918803,0.343,21.914652,774.813,799.248,728.747,21.902742,61,1035,Kapha,3.0,1,Kapha
18.900622,0.642,19.753837,791.128,551.757,453.199,22.071042,83,936,Pitta,22.0,0,Unknown
21.358361,0.109,23.464892,687.805,306.322,617.74,22.100833,97,772,Vata,14.0,0,Unknown
